Year,State,District,Area_1000_ha,Production_1000_tons,Yield_kg_ha,Crop,Avg_Rainfall_mm,Avg_Temp_C,Soil_Type
2012,Andhra Pradesh,Ananthapur,27.64,6.05,218.89,COTTON,800,26.0,Loamy
2013,Andhra Pradesh,Ananthapur,37.72,13.94,369.57,COTTON,800,26.0,Loamy
2014,Andhra Pradesh,Ananthapur,74.62,18.9,253.28,COTTON,800,26.0,Loamy
2015,Andhra Pradesh,Ananthapur,60.79,18.2,299.39,COTTON,800,26.0,Loamy
2016,Andhra Pradesh,Ananthapur,31.8,4.69,147.54,COTTON,800,26.0,Loamy
2017,Andhra Pradesh,Ananthapur,45.55,23.24,510.22,COTTON,800,26.0,Loamy
2010,Andhra Pradesh,Kadapa YSR,17.01,6.94,408.0,COTTON,800,26.0,Loamy
2011,Andhra Pradesh,Kadapa YSR,30.85,8.21,266.13,COTTON,800,26.0,Loamy
2012,Andhra Pradesh,Kadapa YSR,28.88,10.11,350.07,COTTON,800,26.0,Loamy
2013,Andhra Pradesh,Kadapa YSR,35.92,9.51,264.76,COTTON,800,26.0,Loamy
2014,Andhra Pradesh,Kadapa YSR,35.59,10.73,301.49,COTTON,800,26.0,Loamy
2015,Andhra Pradesh,Kadapa YSR,33.51,8.59,256.34,COTTON,800,26.0,Loamy
2016,Andhra Pradesh,Kadapa YSR,19.4,3.23,166.52,COTTON,800,26.0,Loamy
2017,Andhra Pradesh,Kadapa YSR,24.8,3.24,130.46,COTTON,800,26.0,Loamy
2010,Andhra Pradesh,Chittoor,0.24,0.02,83.33,COTTON,800,26.0,Loamy
2011,Andhra Pradesh,Chittoor,0.4,0.01,25.0,COTTON,800,26.0,Loamy
2012,Andhra Pradesh,Chittoor,0.54,0.12,222.22,COTTON,800,26.0,Loamy
2013,Andhra Pradesh,Chittoor,0.35,0.16,457.14,COTTON,800,26.0,Loamy
2014,Andhra Pradesh,Chittoor,0.85,0.36,423.53,COTTON,800,26.0,Loamy
2015,Andhra Pradesh,Chittoor,1.14,0.36,315.79,COTTON,800,26.0,Loamy
2016,Andhra Pradesh,Chittoor,0.78,0.31,395.72,COTTON,800,26.0,Loamy
2017,Andhra Pradesh,Chittoor,0.5,0.24,480.97,COTTON,800,26.0,Loamy
2010,Telangana,Hyderabad,34.07,9.71,285.0,COTTON,800,26.0,Loamy
2011,Telangana,Hyderabad,40.03,6.69,167.12,COTTON,800,26.0,Loamy
2012,Telangana,Hyderabad,60.23,24.64,409.1,COTTON,800,26.0,Loamy
2013,Telangana,Hyderabad,59.49,25.13,422.42,COTTON,800,26.0,Loamy
2014,Telangana,Hyderabad,63.47,19.89,313.38,COTTON,800,26.0,Loamy
2015,Telangana,Hyderabad,63.01,16.91,268.37,COTTON,800,26.0,Loamy
2016,Telangana,Hyderabad,70.81,20.39,288.0,COTTON,800,26.0,Loamy
2017,Telangana,Hyderabad,121.8,51.08,419.41,COTTON,800,26.0,Loamy
2010,Telangana,Nizamabad,20.43,11.11,543.81,COTTON,800,26.0,Loamy
2011,Telangana,Nizamabad,23.15,5.37,231.97,COTTON,800,26.0,Loamy
2012,Telangana,Nizamabad,20.5,7.81,380.98,COTTON,800,26.0,Loamy
2013,Telangana,Nizamabad,15.4,5.51,357.79,COTTON,800,26.0,Loamy
2014,Telangana,Nizamabad,15.8,3.39,214.56,COTTON,800,26.0,Loamy
2015,Telangana,Nizamabad,16.66,2.97,178.27,COTTON,800,26.0,Loamy
2016,Telangana,Nizamabad,8.86,3.68,415.05,COTTON,800,26.0,Loamy
2017,Telangana,Nizamabad,19.21,8.97,466.83,COTTON,800,26.0,Loamy
2010,Telangana,Medak,78.39,21.71,276.95,COTTON,800,26.0,Loamy
2011,Telangana,Medak,93.08,27.74,298.02,COTTON,800,26.0,Loamy
2012,Telangana,Medak,128.87,75.9,588.97,COTTON,800,26.0,Loamy
2013,Telangana,Medak,122.3,53.92,440.88,COTTON,800,26.0,Loamy
2014,Telangana,Medak,133.7,42.05,314.51,COTTON,800,26.0,Loamy
2015,Telangana,Medak,134.24,40.71,303.26,COTTON,800,26.0,Loamy
2016,Telangana,Medak,118.61,45.71,385.41,COTTON,800,26.0,Loamy
2017,Telangana,Medak,180.0,123.38,685.44,COTTON,800,26.0,Loamy
2010,Telangana,Mahabubnagar,160.25,53.36,332.98,COTTON,800,26.0,Loamy
2011,Telangana,Mahabubnagar,185.29,37.24,200.98,COTTON,800,26.0,Loamy
2012,Telangana,Mahabubnagar,222.54,85.01,382.0,COTTON,800,26.0,Loamy
2013,Telangana,Mahabubnagar,230.61,86.03,373.05,COTTON,800,26.0,Loamy
2014,Telangana,Mahabubnagar,237.68,83.61,351.78,COTTON,800,26.0,Loamy
2015,Telangana,Mahabubnagar,273.99,47.26,172.49,COTTON,800,26.0,Loamy
2016,Telangana,Mahabubnagar,148.11,46.56,314.39,COTTON,800,26.0,Loamy
2017,Telangana,Mahabubnagar,275.05,87.19,316.99,COTTON,800,26.0,Loamy
2010,Telangana,Nalgonda,165.11,51.68,313.0,COTTON,800,26.0,Loamy
2011,Telangana,Nalgonda,205.36,35.12,171.02,COTTON,800,26.0,Loamy
2012,Telangana,Nalgonda,297.82,102.45,344.0,COTTON,800,26.0,Loamy
2013,Telangana,Nalgonda,335.98,139.76,415.98,COTTON,800,26.0,Loamy
2014,Telangana,Nalgonda,307.79,90.93,295.43,COTTON,800,26.0,Loamy
2015,Telangana,Nalgonda,341.66,115.43,337.85,COTTON,800,26.0,Loamy
2016,Telangana,Nalgonda,283.89,84.16,296.47,COTTON,800,26.0,Loamy
2017,Telangana,Nalgonda,351.28,149.19,424.69,COTTON,800,26.0,Loamy
2010,Telangana,Warangal,227.97,101.68,446.02,COTTON,800,26.0,Loamy
2011,Telangana,Warangal,265.81,102.07,384.0,COTTON,800,26.0,Loamy
2012,Telangana,Warangal,276.41,100.06,362.0,COTTON,800,26.0,Loamy
2013,Telangana,Warangal,239.79,119.73,499.31,COTTON,800,26.0,Loamy
2014,Telangana,Warangal,228.06,109.39,479.65,COTTON,800,26.0,Loamy
2015,Telangana,Warangal,251.02,115.49,460.08,COTTON,800,26.0,Loamy
2016,Telangana,Warangal,232.02,126.18,543.82,COTTON,800,26.0,Loamy
2017,Telangana,Warangal,290.51,131.64,453.12,COTTON,800,26.0,Loamy
2010,Telangana,Khammam,148.65,69.1,464.85,COTTON,800,26.0,Loamy
2011,Telangana,Khammam,171.68,35.88,208.99,COTTON,800,26.0,Loamy
2012,Telangana,Khammam,184.77,85.92,465.01,COTTON,800,26.0,Loamy
2013,Telangana,Khammam,175.05,98.77,564.24,COTTON,800,26.0,Loamy
2014,Telangana,Khammam,157.42,87.17,553.74,COTTON,800,26.0,Loamy
2015,Telangana,Khammam,154.99,83.52,538.87,COTTON,800,26.0,Loamy
2016,Telangana,Khammam,119.45,72.34,605.61,COTTON,800,26.0,Loamy
2017,Telangana,Khammam,143.17,99.72,696.5,COTTON,800,26.0,Loamy
2010,Telangana,Karimnagar,235.4,85.45,363.0,COTTON,800,26.0,Loamy
2011,Telangana,Karimnagar,235.25,49.87,211.99,COTTON,800,26.0,Loamy
2012,Telangana,Karimnagar,251.38,84.96,337.97,COTTON,800,26.0,Loamy
2013,Telangana,Karimnagar,231.38,120.46,520.62,COTTON,800,26.0,Loamy
2014,Telangana,Karimnagar,214.59,105.42,491.26,COTTON,800,26.0,Loamy
2015,Telangana,Karimnagar,201.24,98.69,490.41,COTTON,800,26.0,Loamy
2016,Telangana,Karimnagar,151.41,85.85,567.03,COTTON,800,26.0,Loamy
2017,Telangana,Karimnagar,174.97,101.28,578.83,COTTON,800,26.0,Loamy
2010,Telangana,Adilabad,324.98,112.12,345.01,COTTON,800,26.0,Loamy
2011,Telangana,Adilabad,361.17,89.93,249.0,COTTON,800,26.0,Loamy
2012,Telangana,Adilabad,370.36,122.96,332.0,COTTON,800,26.0,Loamy
2013,Telangana,Adilabad,302.85,118.44,391.08,COTTON,800,26.0,Loamy
2014,Telangana,Adilabad,304.42,103.15,338.84,COTTON,800,26.0,Loamy
2015,Telangana,Adilabad,336.45,150.96,448.68,COTTON,800,26.0,Loamy
2016,Telangana,Adilabad,275.6,135.11,490.23,COTTON,800,26.0,Loamy
2017,Telangana,Adilabad,340.98,182.74,535.92,COTTON,800,26.0,Loamy
2016,Karnataka,Bangalore,0.0,0.0,360.0,COTTON,800,26.0,Loamy
2010,Karnataka,Kolar,0.23,0.08,347.83,COTTON,800,26.0,Loamy
2011,Karnataka,Kolar,0.2,0.07,350.0,COTTON,800,26.0,Loamy
2012,Karnataka,Kolar,0.16,0.07,437.5,COTTON,800,26.0,Loamy
2013,Karnataka,Kolar,0.16,0.09,562.5,COTTON,800,26.0,Loamy
2014,Karnataka,Kolar,0.07,0.03,428.57,COTTON,800,26.0,Loamy
2015,Karnataka,Kolar,0.11,0.04,363.64,COTTON,800,26.0,Loamy
2016,Karnataka,Kolar,0.11,0.04,376.51,COTTON,800,26.0,Loamy
2017,Karnataka,Kolar,0.04,0.03,630.0,COTTON,800,26.0,Loamy
2010,Karnataka,Tumkur,0.97,0.57,587.63,COTTON,800,26.0,Loamy
2011,Karnataka,Tumkur,1.45,0.77,531.03,COTTON,800,26.0,Loamy
2012,Karnataka,Tumkur,1.38,0.57,413.04,COTTON,800,26.0,Loamy
2013,Karnataka,Tumkur,0.76,0.31,407.89,COTTON,800,26.0,Loamy
2014,Karnataka,Tumkur,1.75,0.81,462.86,COTTON,800,26.0,Loamy
2015,Karnataka,Tumkur,1.53,0.5,326.8,COTTON,800,26.0,Loamy
2016,Karnataka,Tumkur,1.1,2.57,2328.41,COTTON,800,26.0,Loamy
2017,Karnataka,Tumkur,0.74,0.07,95.63,COTTON,800,26.0,Loamy
2010,Karnataka,Mysore,41.8,10.86,259.81,COTTON,800,26.0,Loamy
2011,Karnataka,Mysore,50.92,17.66,346.82,COTTON,800,26.0,Loamy
2012,Karnataka,Mysore,51.86,10.22,197.07,COTTON,800,26.0,Loamy
2013,Karnataka,Mysore,56.35,30.04,533.1,COTTON,800,26.0,Loamy
2014,Karnataka,Mysore,63.23,18.63,294.64,COTTON,800,26.0,Loamy
2015,Karnataka,Mysore,62.74,14.29,227.77,COTTON,800,26.0,Loamy
2016,Karnataka,Mysore,48.73,5.09,104.53,COTTON,800,26.0,Loamy
2017,Karnataka,Mysore,58.04,24.48,421.79,COTTON,800,26.0,Loamy
2010,Karnataka,Hassan,0.11,0.04,363.64,COTTON,800,26.0,Loamy
2011,Karnataka,Hassan,0.09,0.04,444.44,COTTON,800,26.0,Loamy
2012,Karnataka,Hassan,0.06,0.03,500.0,COTTON,800,26.0,Loamy
2013,Karnataka,Hassan,0.28,0.15,535.71,COTTON,800,26.0,Loamy
2014,Karnataka,Hassan,0.4,0.2,500.0,COTTON,800,26.0,Loamy
2015,Karnataka,Hassan,0.35,0.12,342.86,COTTON,800,26.0,Loamy
2016,Karnataka,Hassan,0.1,0.02,174.43,COTTON,800,26.0,Loamy
2017,Karnataka,Hassan,0.13,0.07,599.04,COTTON,800,26.0,Loamy
2010,Karnataka,Shimoge,1.48,0.55,371.62,COTTON,800,26.0,Loamy
2011,Karnataka,Shimoge,1.55,0.72,464.52,COTTON,800,26.0,Loamy
2012,Karnataka,Shimoge,0.99,0.41,414.14,COTTON,800,26.0,Loamy
2013,Karnataka,Shimoge,0.74,0.34,459.46,COTTON,800,26.0,Loamy
2014,Karnataka,Shimoge,0.85,0.38,447.06,COTTON,800,26.0,Loamy
2015,Karnataka,Shimoge,0.54,0.47,870.37,COTTON,800,26.0,Loamy
2016,Karnataka,Shimoge,0.5,0.19,377.18,COTTON,800,26.0,Loamy
2017,Karnataka,Shimoge,1.25,0.79,629.64,COTTON,800,26.0,Loamy
2010,Karnataka,Chickmagalur,0.88,0.33,375.0,COTTON,800,26.0,Loamy
2011,Karnataka,Chickmagalur,1.03,0.2,194.17,COTTON,800,26.0,Loamy
2012,Karnataka,Chickmagalur,1.16,0.17,146.55,COTTON,800,26.0,Loamy
2013,Karnataka,Chickmagalur,1.3,0.25,192.31,COTTON,800,26.0,Loamy
2014,Karnataka,Chickmagalur,1.84,0.54,293.48,COTTON,800,26.0,Loamy
2015,Karnataka,Chickmagalur,1.36,0.34,250.0,COTTON,800,26.0,Loamy
2016,Karnataka,Chickmagalur,1.57,0.18,115.68,COTTON,800,26.0,Loamy
2017,Karnataka,Chickmagalur,1.88,0.7,372.14,COTTON,800,26.0,Loamy
2010,Karnataka,Chitradurga,40.0,12.18,304.5,COTTON,800,26.0,Loamy
2011,Karnataka,Chitradurga,43.76,16.93,386.88,COTTON,800,26.0,Loamy
2012,Karnataka,Chitradurga,34.85,9.96,285.8,COTTON,800,26.0,Loamy
2013,Karnataka,Chitradurga,41.55,11.37,273.65,COTTON,800,26.0,Loamy
2014,Karnataka,Chitradurga,49.25,14.13,286.9,COTTON,800,26.0,Loamy
2015,Karnataka,Chitradurga,32.45,10.77,331.9,COTTON,800,26.0,Loamy
2016,Karnataka,Chitradurga,17.94,3.36,187.14,COTTON,800,26.0,Loamy
2017,Karnataka,Chitradurga,15.08,4.76,315.67,COTTON,800,26.0,Loamy
2010,Karnataka,Bellary,44.89,20.91,465.81,COTTON,800,26.0,Loamy
2011,Karnataka,Bellary,42.37,15.8,372.91,COTTON,800,26.0,Loamy
2012,Karnataka,Bellary,65.5,31.73,484.43,COTTON,800,26.0,Loamy
2013,Karnataka,Bellary,74.3,34.37,462.58,COTTON,800,26.0,Loamy
2014,Karnataka,Bellary,82.34,44.72,543.11,COTTON,800,26.0,Loamy
2015,Karnataka,Bellary,68.05,26.51,389.57,COTTON,800,26.0,Loamy
2016,Karnataka,Bellary,48.06,24.06,500.65,COTTON,800,26.0,Loamy
2017,Karnataka,Bellary,59.16,35.81,605.22,COTTON,800,26.0,Loamy
2010,Karnataka,Dharwad,266.44,99.81,374.61,COTTON,800,26.0,Loamy
2011,Karnataka,Dharwad,234.82,86.41,367.98,COTTON,800,26.0,Loamy
2012,Karnataka,Dharwad,139.66,45.18,323.5,COTTON,800,26.0,Loamy
2013,Karnataka,Dharwad,246.51,88.13,357.51,COTTON,800,26.0,Loamy
2014,Karnataka,Dharwad,301.37,119.33,395.96,COTTON,800,26.0,Loamy
2015,Karnataka,Dharwad,200.16,59.13,295.41,COTTON,800,26.0,Loamy
2016,Karnataka,Dharwad,198.3,46.8,236.0,COTTON,800,26.0,Loamy
2017,Karnataka,Dharwad,148.05,67.14,453.47,COTTON,800,26.0,Loamy
2010,Karnataka,Belgaum,38.33,17.15,447.43,COTTON,800,26.0,Loamy
2011,Karnataka,Belgaum,38.01,19.88,523.02,COTTON,800,26.0,Loamy
2012,Karnataka,Belgaum,22.68,7.53,332.01,COTTON,800,26.0,Loamy
2013,Karnataka,Belgaum,31.37,15.6,497.29,COTTON,800,26.0,Loamy
2014,Karnataka,Belgaum,40.31,19.73,489.46,COTTON,800,26.0,Loamy
2015,Karnataka,Belgaum,39.58,10.63,268.57,COTTON,800,26.0,Loamy
2016,Karnataka,Belgaum,54.72,26.16,478.09,COTTON,800,26.0,Loamy
2017,Karnataka,Belgaum,31.0,18.3,590.43,COTTON,800,26.0,Loamy
2010,Karnataka,Bijapur / Vijayapura,12.91,5.52,427.58,COTTON,800,26.0,Loamy
2011,Karnataka,Bijapur / Vijayapura,13.7,4.6,335.77,COTTON,800,26.0,Loamy
2012,Karnataka,Bijapur / Vijayapura,13.76,5.34,388.08,COTTON,800,26.0,Loamy
2013,Karnataka,Bijapur / Vijayapura,11.38,4.91,431.46,COTTON,800,26.0,Loamy
2014,Karnataka,Bijapur / Vijayapura,18.42,7.72,419.11,COTTON,800,26.0,Loamy
2015,Karnataka,Bijapur / Vijayapura,9.54,3.26,341.72,COTTON,800,26.0,Loamy
2016,Karnataka,Bijapur / Vijayapura,11.32,5.23,462.13,COTTON,800,26.0,Loamy
2017,Karnataka,Bijapur / Vijayapura,13.65,6.72,492.02,COTTON,800,26.0,Loamy
2010,Karnataka,Bidar,0.79,0.15,189.87,COTTON,800,26.0,Loamy
2011,Karnataka,Bidar,0.63,0.26,412.7,COTTON,800,26.0,Loamy
2012,Karnataka,Bidar,0.55,0.23,418.18,COTTON,800,26.0,Loamy
2013,Karnataka,Bidar,0.32,0.17,531.25,COTTON,800,26.0,Loamy
2014,Karnataka,Bidar,0.29,0.14,482.76,COTTON,800,26.0,Loamy
2015,Karnataka,Bidar,0.28,0.09,321.43,COTTON,800,26.0,Loamy
2016,Karnataka,Bidar,0.05,0.02,377.65,COTTON,800,26.0,Loamy
2017,Karnataka,Bidar,0.49,0.31,629.63,COTTON,800,26.0,Loamy
2010,Karnataka,Raichur,48.74,15.58,319.66,COTTON,800,26.0,Loamy
2011,Karnataka,Raichur,49.63,13.33,268.59,COTTON,800,26.0,Loamy
2012,Karnataka,Raichur,62.59,34.52,551.53,COTTON,800,26.0,Loamy
2013,Karnataka,Raichur,67.86,34.43,507.37,COTTON,800,26.0,Loamy
2014,Karnataka,Raichur,127.87,63.43,496.05,COTTON,800,26.0,Loamy
2015,Karnataka,Raichur,73.18,26.56,362.94,COTTON,800,26.0,Loamy
2016,Karnataka,Raichur,50.1,32.01,638.86,COTTON,800,26.0,Loamy
2017,Karnataka,Raichur,92.46,41.67,450.71,COTTON,800,26.0,Loamy
2010,Karnataka,Gulbarga / Kalaburagi,47.08,21.92,465.59,COTTON,800,26.0,Loamy
2011,Karnataka,Gulbarga / Kalaburagi,88.4,40.02,452.71,COTTON,800,26.0,Loamy
2012,Karnataka,Gulbarga / Kalaburagi,99.23,49.31,496.93,COTTON,800,26.0,Loamy
2013,Karnataka,Gulbarga / Kalaburagi,127.77,117.25,917.66,COTTON,800,26.0,Loamy
2014,Karnataka,Gulbarga / Kalaburagi,186.51,126.14,676.32,COTTON,800,26.0,Loamy
2015,Karnataka,Gulbarga / Kalaburagi,150.74,54.25,359.89,COTTON,800,26.0,Loamy
2016,Karnataka,Gulbarga / Kalaburagi,75.84,37.96,500.57,COTTON,800,26.0,Loamy
2017,Karnataka,Gulbarga / Kalaburagi,123.77,130.31,1052.86,COTTON,800,26.0,Loamy
2010,Karnataka,Uttara Kannada,2.99,1.4,468.23,COTTON,800,26.0,Loamy
2011,Karnataka,Uttara Kannada,2.59,0.46,177.61,COTTON,800,26.0,Loamy
2012,Karnataka,Uttara Kannada,2.6,1.07,411.54,COTTON,800,26.0,Loamy
2013,Karnataka,Uttara Kannada,1.35,0.5,370.37,COTTON,800,26.0,Loamy
2014,Karnataka,Uttara Kannada,1.41,0.47,333.33,COTTON,800,26.0,Loamy
2015,Karnataka,Uttara Kannada,1.27,0.42,330.71,COTTON,800,26.0,Loamy
2016,Karnataka,Uttara Kannada,1.11,0.61,549.24,COTTON,800,26.0,Loamy
2017,Karnataka,Uttara Kannada,1.21,0.78,647.7,COTTON,800,26.0,Loamy
2016,Tamil Nadu,Chengalpattu MGR / Kanchipuram,0.0,0.0,180.0,COTTON,800,26.0,Loamy
2010,Tamil Nadu,South Arcot / Cuddalore,11.73,2.86,243.82,COTTON,800,26.0,Loamy
2011,Tamil Nadu,South Arcot / Cuddalore,12.0,4.69,390.83,COTTON,800,26.0,Loamy
2012,Tamil Nadu,South Arcot / Cuddalore,12.01,4.97,413.82,COTTON,800,26.0,Loamy
2013,Tamil Nadu,South Arcot / Cuddalore,18.2,9.3,510.99,COTTON,800,26.0,Loamy
2014,Tamil Nadu,South Arcot / Cuddalore,16.87,9.49,562.54,COTTON,800,26.0,Loamy
2015,Tamil Nadu,South Arcot / Cuddalore,16.21,4.16,256.63,COTTON,800,26.0,Loamy
2016,Tamil Nadu,South Arcot / Cuddalore,11.35,2.32,204.7,COTTON,800,26.0,Loamy
2017,Tamil Nadu,South Arcot / Cuddalore,19.37,0.01,0.34,COTTON,800,26.0,Loamy
2010,Tamil Nadu,North Arcot / Vellore,6.9,2.66,385.51,COTTON,800,26.0,Loamy
2011,Tamil Nadu,North Arcot / Vellore,7.9,2.76,349.37,COTTON,800,26.0,Loamy
2012,Tamil Nadu,North Arcot / Vellore,8.24,3.24,393.2,COTTON,800,26.0,Loamy
2013,Tamil Nadu,North Arcot / Vellore,6.77,3.22,475.63,COTTON,800,26.0,Loamy
2014,Tamil Nadu,North Arcot / Vellore,9.03,4.46,493.91,COTTON,800,26.0,Loamy
2015,Tamil Nadu,North Arcot / Vellore,8.44,2.66,315.17,COTTON,800,26.0,Loamy
2016,Tamil Nadu,North Arcot / Vellore,6.36,1.95,306.87,COTTON,800,26.0,Loamy
2017,Tamil Nadu,North Arcot / Vellore,6.93,0.0,0.52,COTTON,800,26.0,Loamy
2010,Tamil Nadu,Salem,25.54,11.3,442.44,COTTON,800,26.0,Loamy
2011,Tamil Nadu,Salem,32.62,16.82,515.63,COTTON,800,26.0,Loamy
2012,Tamil Nadu,Salem,33.71,16.63,493.33,COTTON,800,26.0,Loamy
2013,Tamil Nadu,Salem,29.48,17.3,586.84,COTTON,800,26.0,Loamy
2014,Tamil Nadu,Salem,34.43,21.15,614.29,COTTON,800,26.0,Loamy
2015,Tamil Nadu,Salem,27.91,13.18,472.23,COTTON,800,26.0,Loamy
2016,Tamil Nadu,Salem,30.0,8.47,282.49,COTTON,800,26.0,Loamy
2017,Tamil Nadu,Salem,37.06,0.02,0.5,COTTON,800,26.0,Loamy
2010,Tamil Nadu,Coimbatore,1.09,0.47,435.78,COTTON,800,26.0,Loamy
2011,Tamil Nadu,Coimbatore,1.79,1.11,621.17,COTTON,800,26.0,Loamy
2012,Tamil Nadu,Coimbatore,0.76,0.23,304.64,COTTON,800,26.0,Loamy
2013,Tamil Nadu,Coimbatore,0.53,0.23,428.57,COTTON,800,26.0,Loamy
2014,Tamil Nadu,Coimbatore,0.92,0.53,581.52,COTTON,800,26.0,Loamy
2015,Tamil Nadu,Coimbatore,0.99,0.42,426.4,COTTON,800,26.0,Loamy
2016,Tamil Nadu,Coimbatore,0.96,0.24,246.27,COTTON,800,26.0,Loamy
2017,Tamil Nadu,Coimbatore,0.93,0.0,0.39,COTTON,800,26.0,Loamy
2010,Tamil Nadu,Tiruchirapalli / Trichy,48.55,14.21,292.69,COTTON,800,26.0,Loamy
2011,Tamil Nadu,Tiruchirapalli / Trichy,49.21,24.83,504.61,COTTON,800,26.0,Loamy
2012,Tamil Nadu,Tiruchirapalli / Trichy,50.5,10.61,210.05,COTTON,800,26.0,Loamy
2013,Tamil Nadu,Tiruchirapalli / Trichy,57.26,28.64,500.26,COTTON,800,26.0,Loamy
2014,Tamil Nadu,Tiruchirapalli / Trichy,71.9,41.66,579.35,COTTON,800,26.0,Loamy
2015,Tamil Nadu,Tiruchirapalli / Trichy,45.54,12.93,284.0,COTTON,800,26.0,Loamy
2016,Tamil Nadu,Tiruchirapalli / Trichy,43.48,8.76,201.55,COTTON,800,26.0,Loamy
2017,Tamil Nadu,Tiruchirapalli / Trichy,59.88,0.03,0.45,COTTON,800,26.0,Loamy
2010,Tamil Nadu,Thanjavur,2.16,1.06,493.32,COTTON,800,26.0,Loamy
2011,Tamil Nadu,Thanjavur,2.92,1.63,560.22,COTTON,800,26.0,Loamy
2012,Tamil Nadu,Thanjavur,3.3,1.37,415.35,COTTON,800,26.0,Loamy
2013,Tamil Nadu,Thanjavur,8.21,4.59,559.45,COTTON,800,26.0,Loamy
2014,Tamil Nadu,Thanjavur,10.09,4.79,474.67,COTTON,800,26.0,Loamy
2015,Tamil Nadu,Thanjavur,9.34,5.03,538.0,COTTON,800,26.0,Loamy
2016,Tamil Nadu,Thanjavur,12.16,7.0,576.06,COTTON,800,26.0,Loamy
2017,Tamil Nadu,Thanjavur,7.66,0.0,0.6,COTTON,800,26.0,Loamy
2010,Tamil Nadu,Madurai,9.92,3.8,383.06,COTTON,800,26.0,Loamy
2011,Tamil Nadu,Madurai,11.08,5.21,470.22,COTTON,800,26.0,Loamy
2012,Tamil Nadu,Madurai,8.51,2.59,304.35,COTTON,800,26.0,Loamy
2013,Tamil Nadu,Madurai,9.34,3.48,372.59,COTTON,800,26.0,Loamy
2014,Tamil Nadu,Madurai,14.24,8.69,610.25,COTTON,800,26.0,Loamy
2015,Tamil Nadu,Madurai,14.61,7.17,490.76,COTTON,800,26.0,Loamy
2016,Tamil Nadu,Madurai,15.77,3.02,191.8,COTTON,800,26.0,Loamy
2017,Tamil Nadu,Madurai,19.67,0.01,0.44,COTTON,800,26.0,Loamy
2010,Tamil Nadu,Ramananthapuram,9.2,2.7,293.48,COTTON,800,26.0,Loamy
2011,Tamil Nadu,Ramananthapuram,11.94,4.83,404.52,COTTON,800,26.0,Loamy
2012,Tamil Nadu,Ramananthapuram,9.95,2.26,227.14,COTTON,800,26.0,Loamy
2013,Tamil Nadu,Ramananthapuram,13.19,6.1,462.47,COTTON,800,26.0,Loamy
2014,Tamil Nadu,Ramananthapuram,15.8,6.33,400.63,COTTON,800,26.0,Loamy
2015,Tamil Nadu,Ramananthapuram,15.78,7.01,444.23,COTTON,800,26.0,Loamy
2016,Tamil Nadu,Ramananthapuram,18.24,3.27,179.37,COTTON,800,26.0,Loamy
2017,Tamil Nadu,Ramananthapuram,20.03,0.01,0.28,COTTON,800,26.0,Loamy
2010,Tamil Nadu,Thirunelveli,5.66,3.06,540.64,COTTON,800,26.0,Loamy
2011,Tamil Nadu,Thirunelveli,6.33,2.98,470.77,COTTON,800,26.0,Loamy
2012,Tamil Nadu,Thirunelveli,6.26,1.51,241.21,COTTON,800,26.0,Loamy
2013,Tamil Nadu,Thirunelveli,8.01,2.08,259.68,COTTON,800,26.0,Loamy
2014,Tamil Nadu,Thirunelveli,13.42,10.7,797.32,COTTON,800,26.0,Loamy
2015,Tamil Nadu,Thirunelveli,9.29,6.22,669.54,COTTON,800,26.0,Loamy
2016,Tamil Nadu,Thirunelveli,9.89,1.22,123.54,COTTON,800,26.0,Loamy
2017,Tamil Nadu,Thirunelveli,10.09,0.0,0.39,COTTON,800,26.0,Loamy
2010,Maharashtra,Nasik,50.5,17.1,338.61,COTTON,800,26.0,Loamy
2011,Maharashtra,Nasik,47.0,16.4,348.94,COTTON,800,26.0,Loamy
2012,Maharashtra,Nasik,45.7,13.05,285.56,COTTON,800,26.0,Loamy
2013,Maharashtra,Nasik,46.0,18.14,394.35,COTTON,800,26.0,Loamy
2014,Maharashtra,Nasik,46.0,8.05,175.0,COTTON,800,26.0,Loamy
2015,Maharashtra,Nasik,43.3,4.84,111.78,COTTON,800,26.0,Loamy
2016,Maharashtra,Nasik,46.7,28.53,610.92,COTTON,800,26.0,Loamy
2017,Maharashtra,Nasik,65.4,25.94,396.61,COTTON,800,26.0,Loamy
2010,Maharashtra,Dhule,189.1,76.93,406.82,COTTON,800,26.0,Loamy
2011,Maharashtra,Dhule,213.4,59.75,279.99,COTTON,800,26.0,Loamy
2012,Maharashtra,Dhule,239.7,60.63,252.94,COTTON,800,26.0,Loamy
2013,Maharashtra,Dhule,275.4,104.85,380.72,COTTON,800,26.0,Loamy
2014,Maharashtra,Dhule,328.5,64.7,196.96,COTTON,800,26.0,Loamy
2015,Maharashtra,Dhule,344.7,61.78,179.23,COTTON,800,26.0,Loamy
2016,Maharashtra,Dhule,281.6,89.59,318.13,COTTON,800,26.0,Loamy
2017,Maharashtra,Dhule,297.0,102.89,346.42,COTTON,800,26.0,Loamy
2010,Maharashtra,Jalgaon,509.7,186.5,365.9,COTTON,800,26.0,Loamy
2011,Maharashtra,Jalgaon,548.6,176.87,322.4,COTTON,800,26.0,Loamy
2012,Maharashtra,Jalgaon,558.8,145.06,259.59,COTTON,800,26.0,Loamy
2013,Maharashtra,Jalgaon,558.8,270.72,484.47,COTTON,800,26.0,Loamy
2014,Maharashtra,Jalgaon,471.1,138.26,293.48,COTTON,800,26.0,Loamy
